|message_id|user_name|speaker|timestamp|conversation_id|text
68|7f82a585-59f6-4aa7-961d-54c014385811|Llama|5e801bc793684ab8b8ea2792114ff419|2021-06-11 18:22:13.480603+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|8 is even number and  behind it is vowels 
69|48177fc3-e0b1-4a1f-b5b5-29b690e6cd7f|Panda|f8b1f4e9b92c45f5b9ceef2c4fa639c7|2021-06-11 18:22:20.966550+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|so choose A and 3 to prove something
70|931ac93a-1f08-41a7-9b6e-4d0b7cea433f|Ox|88d3c8a9eeab484e8d41a88b34bf0951|2021-06-11 18:22:29.708738+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|A and 3 should be correct.
71|ad60b964-7eb0-477e-b481-f9ab3e4febca|Llama|5e801bc793684ab8b8ea2792114ff419|2021-06-11 18:22:47.662640+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|why
72|07a0a42d-f6be-46a4-ad5d-e3edb4319824|Butterfly|0bece601896842c7897d4e6df5f3f8ac|2021-06-11 18:22:54.858994+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|the rule does not say tht cards without vowels on one side have an even number on the other. So, cards without vowels could have an even number on the other side
73|ce2092d9-95de-4409-89f0-d78677f6ada6|Panda|f8b1f4e9b92c45f5b9ceef2c4fa639c7|2021-06-11 18:22:55.978770+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|A and 3 provide proof. the others don't. try it and see.
75|12d3486b-7a72-4f58-9393-128917ae0781|Llama|5e801bc793684ab8b8ea2792114ff419|2021-06-11 18:23:30.580727+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|i think is G is correct chose
81|1e34d8ff-878b-40ea-ab33-ee237088ba55|Ox|88d3c8a9eeab484e8d41a88b34bf0951|2021-06-11 18:23:50.033693+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|G is not a vowel, there's nothing to prove with G.
82|9fd3e58d-5a34-462a-b342-21b3e6bf750d|Panda|f8b1f4e9b92c45f5b9ceef2c4fa639c7|2021-06-11 18:24:04.110919+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|if you flip the G it doesn't matter what is on the other side. it proves nothing.
83|f7fd0680-e687-4708-8016-b8f1531f0fe3|Ox|88d3c8a9eeab484e8d41a88b34bf0951|2021-06-11 18:24:06.547792+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|it doesn't matter if an even or odd number is behind G, it doesn't let us check the rule.
91|fdcf90c6-e4a1-4a04-8510-b2064de8114d|Butterfly|0bece601896842c7897d4e6df5f3f8ac|2021-06-11 18:24:16.501104+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|so, choose A and 3
93|4af18e98-1bee-43a2-8185-889c10da71bf|Panda|f8b1f4e9b92c45f5b9ceef2c4fa639c7|2021-06-11 18:24:23.798151+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|A and 3
94|9fef3938-750b-4d6f-be2c-a0bdcd322d69|Butterfly|0bece601896842c7897d4e6df5f3f8ac|2021-06-11 18:24:38.563262+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|not G and 8
97|cdb892bf-1dc2-4691-bd45-8082c1215a90|Ox|88d3c8a9eeab484e8d41a88b34bf0951|2021-06-11 18:25:20.957679+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|well good luck everyone.
98|6ceaf074-f06f-4441-a873-b4980c0668fa|Butterfly|0bece601896842c7897d4e6df5f3f8ac|2021-06-11 18:25:22.181395+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|i will choose A and 3, but not G and 8
99|d5fdabef-aadd-4c3b-b34b-6215c9d6ba0e|Ox|88d3c8a9eeab484e8d41a88b34bf0951|2021-06-11 18:25:29.797016+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|A and 3 only.
102|e963b973-be8a-4115-b687-f8538acaed52|Butterfly|0bece601896842c7897d4e6df5f3f8ac|2021-06-11 18:25:39.633364+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|correct, good luck as well
106|dd6656f7-6075-4a3b-a131-ef13afff8282|Llama|5e801bc793684ab8b8ea2792114ff419|2021-06-11 18:25:45.446240+00:00|bd665828-8da1-403d-bf3e-06b46f940cfb.tsv|good luck
22|93d01059-77e2-4651-ac8a-502bba5b0b50|Duck|f2f0f7537cdd4839b542d2c5a3b3b702|2020-06-01 19:12:36.544586+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|hey!
23|95860ef6-5238-439f-ae8a-39db491e2343|Cat|dc4b5a0ca2804d6b9e972e3c20c6a43e|2020-06-01 19:12:41.163269+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|hi
24|3f330a64-a52a-476e-9847-29ff9a59c391|Tiger|4d619115fbdc461984f088789cf7fdf9|2020-06-01 19:13:02.150698+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|Did we all get the same cards?
25|c28cac71-b8c3-46f8-b2d9-6df5482c93ea|Tiger|4d619115fbdc461984f088789cf7fdf9|2020-06-01 19:13:07.221647+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|25FI?
26|4000471e-14fa-4b19-994a-28b861baf704|Cat|dc4b5a0ca2804d6b9e972e3c20c6a43e|2020-06-01 19:13:13.790626+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|yup
27|e1228e16-7c98-4519-bc40-84cb6aa4ba48|Duck|f2f0f7537cdd4839b542d2c5a3b3b702|2020-06-01 19:13:14.761853+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|yep, got those cards
30|7490d91f-f499-49c8-8cdf-7ee17481887e|Duck|f2f0f7537cdd4839b542d2c5a3b3b702|2020-06-01 19:14:01.221764+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|"I'm going to guess the ""I"" card needs to be turned?"
31|9ea246c0-98c0-4331-b4b7-137184311e5a|Tiger|4d619115fbdc461984f088789cf7fdf9|2020-06-01 19:14:10.085442+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|"So what do you guys think? Is it just the ""I"" card that shoud be turned?"
32|a5aecda2-f35e-44b9-9fb2-3488bee56cd4|Tiger|4d619115fbdc461984f088789cf7fdf9|2020-06-01 19:14:16.486939+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|agree duck
33|437adefb-aa3c-4e3b-93ac-1e1e142e4e01|Cat|dc4b5a0ca2804d6b9e972e3c20c6a43e|2020-06-01 19:14:23.665409+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|yeah, i agree
34|b96d1ec8-be89-424f-a83b-081e19ee91ac|Duck|f2f0f7537cdd4839b542d2c5a3b3b702|2020-06-01 19:14:35.129593+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|Alrighty- I card it is then
37|c18e0088-9b10-4288-8959-9ea01c7c0ba0|Tiger|4d619115fbdc461984f088789cf7fdf9|2020-06-01 19:15:42.234160+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|Not sure how we supposed to chat 5 min when we all agree
38|89c35cf1-4ac2-480a-8221-ceb966e196f4|Duck|f2f0f7537cdd4839b542d2c5a3b3b702|2020-06-01 19:15:51.338597+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|You've gotta submit the I card again
39|c9c3bea3-47f3-40bd-a892-4e3927a84a19|Duck|f2f0f7537cdd4839b542d2c5a3b3b702|2020-06-01 19:15:55.117123+00:00|0a057d01-a7d0-4028-9daf-c71751339d16.tsv|then we can complete
26|fc6db5b4-1ba1-4a5c-bd22-3a53f61272c5|Giraffe|7321cc01f96b4510951cbc8b6f5a154a|2021-05-14 17:21:07.400059+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|Hi
27|625ff4c7-6670-4cfc-842b-63593d20c65f|Bee|cef96a1200244cfbb0b25f2e5d4ba19d|2021-05-14 17:21:11.169167+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|Hello
28|880ec15b-0e34-480f-bca1-54883eafb537|Narwhal|7931c584445342a9a6e122a2897a20f7|2021-05-14 17:21:14.520222+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|hello!
30|eab3cbd3-f790-4a3d-8851-5e5979297bb9|Lobster|ecc4978b4e3b49d0a901a6a72eb35b9b|2021-05-14 17:21:21.937848+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|Hi everyone
40|e92526dc-0cd9-4a18-ad86-a22c03eb431c|Narwhal|7931c584445342a9a6e122a2897a20f7|2021-05-14 17:22:24.663658+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|so what card did everyone pick?
41|2d187824-8902-438c-aa8d-c2f3a750540b|Bee|cef96a1200244cfbb0b25f2e5d4ba19d|2021-05-14 17:22:34.706157+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|I chose A and 8
43|724a6f59-5120-4a98-b218-89ad7ad4291f|Giraffe|7321cc01f96b4510951cbc8b6f5a154a|2021-05-14 17:22:49.988600+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|A and 8
45|314ecd0c-2777-4d34-8d41-7452e20e53ea|Narwhal|7931c584445342a9a6e122a2897a20f7|2021-05-14 17:23:08.688877+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|that does seem like the most obvious solution
49|e8cb8cd3-6e27-4142-bc9f-332b07c01c36|Giraffe|7321cc01f96b4510951cbc8b6f5a154a|2021-05-14 17:23:47.238824+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|So we just final decision and submit?
50|6d67f1e4-c021-479d-8393-153f15c1645e|Narwhal|7931c584445342a9a6e122a2897a20f7|2021-05-14 17:24:25.681276+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|the instructions say to converse for at least 5 minutes
51|77198e01-9bc0-4b12-ad76-d60a004abdbf|Giraffe|7321cc01f96b4510951cbc8b6f5a154a|2021-05-14 17:24:52.658865+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|Good catch lol
52|a026bbd2-7cb2-4b0b-8bfb-0139e3e73e93|Bee|cef96a1200244cfbb0b25f2e5d4ba19d|2021-05-14 17:25:32.807091+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|Our condition is proving that cards with vowels have an even number on the other side
53|c25ae72c-4e2f-4e7b-9e13-408189cebf7e|Bee|cef96a1200244cfbb0b25f2e5d4ba19d|2021-05-14 17:25:42.901983+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|nothing about consonants, so we don't need R for sure
54|b9229965-d9cd-4481-830a-01d75e76f592|Giraffe|7321cc01f96b4510951cbc8b6f5a154a|2021-05-14 17:26:11.789404+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|Right and we dont need 9
55|62dba60b-b7e2-4a7d-a956-99d7c893ecfa|Bee|cef96a1200244cfbb0b25f2e5d4ba19d|2021-05-14 17:26:19.006468+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|But if 9 had a vowel on the other side, it would disprove our rule 
56|606a5e8c-012b-479e-9f97-610a3fb71b34|Narwhal|7931c584445342a9a6e122a2897a20f7|2021-05-14 17:26:45.022603+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|that's true
57|ad283f95-bae0-4237-81b0-61e7fc7f62cc|Giraffe|7321cc01f96b4510951cbc8b6f5a154a|2021-05-14 17:26:57.568698+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|Should we click 9 as well?
60|8ddc78c6-f8a1-4e81-a221-9d2d8882bf24|Giraffe|7321cc01f96b4510951cbc8b6f5a154a|2021-05-14 17:27:04.960118+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|To test the rule?
61|766c6210-e307-48ad-b18e-ea6db67af723|Narwhal|7931c584445342a9a6e122a2897a20f7|2021-05-14 17:27:19.116270+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|I'm going to do so, since we can select multiple cards
64|27e11557-c1c6-4163-8248-ff90ebc7d640|Giraffe|7321cc01f96b4510951cbc8b6f5a154a|2021-05-14 17:27:30.952613+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|Same
65|2adddf1d-7e3c-4fd7-a5d5-0da00a4cdc4f|Narwhal|7931c584445342a9a6e122a2897a20f7|2021-05-14 17:27:38.048558+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|thanks for the insight!
69|f1eeea5c-d6af-488d-92d1-b6c031df35e2|Bee|cef96a1200244cfbb0b25f2e5d4ba19d|2021-05-14 17:27:54.485105+00:00|038c3e5e-35bf-4e26-b96d-8ff92bb8c830.tsv|I think it might just be A and 9
25|1f7a11d9-73b3-4d96-b3aa-508c0f8c7975|Ox|5666fb0493f049af9f84672afdafb300|2021-05-15 16:55:26.898988+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|hi- i said all 4 cards-- how about you?
26|257ce591-2f0d-4574-ba07-b7c9bac770af|Puffin|10d0d19083f2461aa7e9cbc3c717200e|2021-05-15 16:55:42.860754+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|Hi. I think you'd have to turn over at least the A and the 3 cards
27|ec9d6283-e46a-4091-995d-386b5686a63f|Puffin|10d0d19083f2461aa7e9cbc3c717200e|2021-05-15 16:56:26.947117+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|If the rule is all cards will vowels have even numbers, that doesn't exclue consonants from also having even numbers, so I wouldn't see a reason to turn over D.
28|fc21ea1f-5bd0-4688-9b40-14559f9d9a7a|Ox|5666fb0493f049af9f84672afdafb300|2021-05-15 16:56:30.850295+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|zebra and koala - what about you?
29|eed6eebb-216b-4b28-b88a-09d4e554348e|Ox|5666fb0493f049af9f84672afdafb300|2021-05-15 16:56:57.163313+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|and the 8?
30|75205c20-5b90-4864-94ff-fd1a6b2dbbdf|Koala|aaac20ee785c4d9c9cb2fdd15e543212|2021-05-15 16:57:23.531711+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|I said A
31|c19c79c5-08be-4c61-9b29-9b23cf91f2ad|Puffin|10d0d19083f2461aa7e9cbc3c717200e|2021-05-15 16:57:28.277632+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|good point. Maybe you'd only need to turn over the A and the 3.
32|5c773e96-9bcd-4823-a910-9ac59bc0dd0a|Puffin|10d0d19083f2461aa7e9cbc3c717200e|2021-05-15 16:57:49.622670+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|If the 3 has a vowel on the other side that  would test the rule, I think
35|18e548d7-37bf-449c-9ec9-d5459983a5fa|Ox|5666fb0493f049af9f84672afdafb300|2021-05-15 16:58:39.891285+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|do we all agree on A and 3? zebra - what about you?
36|e576b28f-b522-4d5b-8953-c4569c42fd20|Koala|aaac20ee785c4d9c9cb2fdd15e543212|2021-05-15 16:58:55.519213+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|then will choose 3 and A?
37|4909cb10-d473-4074-9f53-b6a80047da0b|Ox|5666fb0493f049af9f84672afdafb300|2021-05-15 16:59:47.606104+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|let's go with 3 and A
38|93a4509a-66d8-4524-b5bc-35e3119f2d71|Puffin|10d0d19083f2461aa7e9cbc3c717200e|2021-05-15 16:59:56.163682+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|sounds good to me
41|c0f032eb-a41f-41d1-9478-529767e41b1e|Koala|aaac20ee785c4d9c9cb2fdd15e543212|2021-05-15 17:00:06.965999+00:00|0b8fe30f-2304-48aa-a3ed-f80e45ea9024.tsv|Okay done
33|8078bc92-6cc1-4a51-8f84-924b1c771ee5|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:26:35.815138+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|Hi
35|5794a302-1e40-40c1-99e1-6652e061ad7c|Raven|3ad2a418a53d418b940041df6ff02225|2021-04-22 13:26:52.334965+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|Hello
36|d631ebcc-9283-4800-bef7-acf53b36f133|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:27:10.122129+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|The answer is most definitely U and 4 since U is a vowel and 4 is even so it must be checked if there's a vowel on the other side
37|980ee997-f9ef-48d4-bb4c-3f9cb3778630|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:27:20.162233+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|agree?
39|d097fa8e-b2ce-49f1-8216-d7100a67726b|Raven|3ad2a418a53d418b940041df6ff02225|2021-04-22 13:27:53.330559+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|I wasn't sure about the U since we know there's an even number on the other side.
40|fa40b961-8c47-4045-aa6a-f4623d6789d3|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:28:18.536892+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|We don't know that, we need to test the rule
41|9f5f4f58-720c-4dfb-9b94-63ee29eb5a28|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:28:32.655123+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|we only know for sure that there's a letter on the other side
42|98951509-a1b4-4ec5-95ab-3d6746a25d5b|Raven|3ad2a418a53d418b940041df6ff02225|2021-04-22 13:28:38.732143+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|It says All cards with vowels on one side have an even number on the other
43|6044e66b-90d6-4194-9393-ddb4583f4317|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:28:53.437859+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|it says Which card(s) do you need to turn to TEST the rule
44|f5a9d500-7ed9-4d9a-ae85-bdac03f5b4a7|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:29:03.036128+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|Each of the 4 cards below has a letter on one side and a number on the other
45|7bf799b1-768c-4905-9535-726054e926b6|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:29:09.818964+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|this ^ is the only thing we know for sure
46|f3a7ff53-2891-499b-bad7-1e9acd0a7d74|Raven|3ad2a418a53d418b940041df6ff02225|2021-04-22 13:29:15.867862+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|Right below that is the line All cards with vowels on one side have an even number on the other.
47|71106b11-72f6-4c6f-9b1c-5413ed8a5195|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:29:30.170583+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|yeah, it says Which card(s) do you need to turn to test the rule: All cards with vowels on one side have an even number on the other.
48|4fea4146-6fea-4c02-a917-70be4f2e24b1|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:29:40.242035+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|you see, it says to TEST the rule
49|73f1b45c-a6e7-4c1c-b577-85d5d5d50794|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:29:57.748849+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|in order to test the rule you must check that on the other side of 4 there's a vowel
50|89ff8df8-135f-4bb0-85ec-4934822ea30c|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:30:08.004785+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|and that on the other side of U there's an even number
51|ea7e031a-4c41-4f91-adae-8407492bb20f|Raven|3ad2a418a53d418b940041df6ff02225|2021-04-22 13:30:10.477803+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|Do you not trust the instructions then? Do you think the U doesn't have an even number?
52|48e6e3b2-da11-470b-a66a-3ea727c112ee|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:30:29.410861+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|it's not that I don't trust them, the task asks me to check the rule
53|567cc40f-2953-4c42-98e1-cba087539e0d|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:30:35.831933+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|I need to check it!
54|22f8f31a-1b47-4674-bcdc-9f8241765827|Raven|3ad2a418a53d418b940041df6ff02225|2021-04-22 13:30:41.365445+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|OK. Change U and 4 then?
55|c978bcc9-095a-4f6b-8ae1-ffac1eb5c654|Koala|565574a5e24348899a4f16b81befcdbe|2021-04-22 13:31:06.879440+00:00|1d557a87-fa76-4dba-b550-7ba5b5072915.tsv|Yeah it should be U and 4 cause it's not relevant if K and 9 have anything on the other side
40|de09d7fc-d003-4d89-aff5-2bae5cf27474|Narwhal|ec52f4052c0f43ebadc9e31613792d94|2021-06-11 17:20:14.026130+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|It's pretty simple. We don't care what number is on the back of the F card and we don't care if the 8 is on the back of a consonant. If 5 is on the back of a vowel, the rule is invalid, and if E has an odd number on the back, the rule is invalid, so I think the correct answer is to select 5 and E.
43|4522194d-34b5-44ee-87a7-83770d614585|Butterfly|8eac8cd4acc24b32b0b0de2f6ac96021|2021-06-11 17:20:50.267601+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|I agree with this rationale.
47|b232ee5c-569c-45df-9f06-c1b4edef096e|Kiwi|9ffa88c3d0a2444585b7df066aa9a5bd|2021-06-11 17:21:07.834608+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|I see what you mean now
51|2046ca7e-aaf9-4fcf-be53-c8ce6b4f9e9d|Butterfly|8eac8cd4acc24b32b0b0de2f6ac96021|2021-06-11 17:21:54.105609+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|Does anyone disagree with this or have anything to add to Narwhal's comment?
52|aec577a8-f159-439a-87e5-fccdb4ba5fa5|Kiwi|9ffa88c3d0a2444585b7df066aa9a5bd|2021-06-11 17:22:34.960948+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|I agree with it. I am trying not to overthink it
53|f2985e6c-1302-47eb-997d-dcc528097c2a|Kiwi|9ffa88c3d0a2444585b7df066aa9a5bd|2021-06-11 17:23:45.588972+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|what does everyone one else think. we need a consensus from everyone
55|615d6729-dcab-4d09-ac17-524c9eb8140d|Kiwi|9ffa88c3d0a2444585b7df066aa9a5bd|2021-06-11 17:25:25.344218+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|is anyone else still here?
56|13b619ec-c695-4112-839a-651556b1fbea|Narwhal|ec52f4052c0f43ebadc9e31613792d94|2021-06-11 17:25:53.505832+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|If anyone sees a better answer now's the time
57|ef46743b-48e0-489d-9b9f-a0da248a7e4d|Butterfly|8eac8cd4acc24b32b0b0de2f6ac96021|2021-06-11 17:26:05.116871+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|I know! We collaborated too quickly!
61|07105075-4ef1-444e-9116-9ad35e570a54|Kiwi|9ffa88c3d0a2444585b7df066aa9a5bd|2021-06-11 17:26:28.898422+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|I think we are correct, though
65|e3bc05f7-f419-4d12-bb66-6c00a9a991bd|Kiwi|9ffa88c3d0a2444585b7df066aa9a5bd|2021-06-11 17:27:52.992519+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|narwhal did you submit?
66|d7998f84-0ba6-47b5-9829-14a7a6020b5d|Kiwi|9ffa88c3d0a2444585b7df066aa9a5bd|2021-06-11 17:28:05.481801+00:00|35da45a4-07a2-4e92-8a47-5e94dcf0dea5.tsv|butterfly did you submit?
30|e002c8c7-4473-4381-8fd5-bc7577b04e7b|Butterfly|6ad8b03f024b480eb98789b1b6de538f|2021-04-22 13:23:43.133178+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|Hi everyone
33|dbd1fe7a-fef0-487c-8e5e-3a624e2c3c26|Leopard|3ddfb4c27f764564a5505a1b2787268c|2021-04-22 13:23:54.415836+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|Hello
34|a5df768e-41c9-4555-b9f0-da4f3dd3246d|Giraffe|723b341f97974c40977961175bed058e|2021-04-22 13:23:54.766449+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|Hi
35|c43511b3-1de5-4d4e-9e9d-6953197a9b82|Narwhal|0e00d955914a43d0afa3a0a874ddf7f3|2021-04-22 13:24:03.273068+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|Hi I don't know what to pick. 4?
39|ee0ca1fc-baba-4389-97ba-2fbe1ba9f786|Butterfly|6ad8b03f024b480eb98789b1b6de538f|2021-04-22 13:24:21.907368+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|I was chosing E but not sure if that is right
40|59d5b413-3d01-4e41-b551-4aee4405c889|Leopard|3ddfb4c27f764564a5505a1b2787268c|2021-04-22 13:24:27.916974+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|I first submitted just the vowel and even number but now think that is wrong
41|0f0fc1d3-8d0c-4a2e-93aa-21686c31e3a7|Giraffe|723b341f97974c40977961175bed058e|2021-04-22 13:24:43.040862+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|I chose E and 4
42|e689d198-860a-471a-9747-5cb45edf3e1c|Butterfly|6ad8b03f024b480eb98789b1b6de538f|2021-04-22 13:24:46.385688+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|Is it E then ?
47|8f91b481-8b26-4520-a54f-8b8cdc0da6cd|Narwhal|0e00d955914a43d0afa3a0a874ddf7f3|2021-04-22 13:25:04.743347+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|E and 4 sounds right.
50|6da8ead8-e85a-4e9a-b495-ca4a0e2a5f6f|Narwhal|0e00d955914a43d0afa3a0a874ddf7f3|2021-04-22 13:25:19.899172+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|I was thinking just one card at first
51|1c4db57c-056c-4e01-8dd8-d1bd319b246f|Butterfly|6ad8b03f024b480eb98789b1b6de538f|2021-04-22 13:25:20.586009+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|You have to pick both?
52|b2186b2f-b74e-4a4c-9935-57c563fc907b|Giraffe|723b341f97974c40977961175bed058e|2021-04-22 13:25:25.358418+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|YES
53|e8d6eb82-9bbe-48bf-b4a8-ee9ccef02f73|Butterfly|6ad8b03f024b480eb98789b1b6de538f|2021-04-22 13:25:31.903620+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|Oh I see
54|107918be-152b-4a10-870b-2be932a7b330|Leopard|3ddfb4c27f764564a5505a1b2787268c|2021-04-22 13:25:38.057564+00:00|619992c5-728e-42af-8b09-034a9f45266d.tsv|What if the 5 has a vowel on the other side?
